en,ru
"The France Visa Application Centre in Kiev, Ukraine",Визовый Центр Франции города Киева
"Gulliver, Kiev, 01001, Ukraine","Гулливер, Киев, 01001, Украина"
from 04 December 2017,С 4 декабря 2017
introduction,ВСТУПЛЕНИЕ
Dear Applicants!,Уважаемые заявители!
For more information click here,"Для более детальной информации, пожалуйста, нажмите здесь."
Professional insurance,Профессиональное оформление полиса медицинского страхования.
Please click here to Track Your Application.,Воспользуйтесь ссылкой чтобы проверить состояние Вашего визового заявления.
Click here Useful Information,нажмите здесь
Read More...,Подробнее...
Application forms with one signature would not be accepted.,Анкеты с одной подписью приниматься к рассмотрению не будут.
Short Term visa application form (French),Анкета на краткосрочную визу на французском языке
Short Term visa application form (English),Анкета на краткосрочную визу на английском языке
Short Term visa application form (translation),Анкета на краткосрочную визу (перевод)
"Call Centre Timings: 08:00 - 18:00, Monday to Friday",С понедельника по пятницу с 08.00 до 18.00
Travel Insurance (Optional),Медицинский страховой полис(по желанию)
Courier Service (Optional),Услуга курьерской доставки (по желанию)
Courier after submission service (Optional),Услуга курьерской доставки после подачи документов (по желанию)
Courier charge is 100 UAH.,Стоимость курьерской доставки – 100 грн.
Example:,Пример:
Visa Fee depends upon the type of visa being requested.,Консульский сбор зависит от типа визы.
The original valid passport and all other previous passports.,Оригинал действительного заграничного паспорта и все предыдущие паспорта.
Copy of the receipt of payment made at the bank,Копию банковского чека об оплате:
Visa Fees(Depending upon the type of visa being requested),консульского сбора (зависит от выбранной категории визы)
Service Charges 30 € (923 UAH) including 20% tax,"сервисного сбора - 30 € (923 гривен, включая 20% НДС)"
Visa Application Form Filling Service,Заполнение анкеты
Photocopy (optional),Услуга копирования документов (по желанию)
Q.5 I did not receive the original of the invitation.,B.5 Я не получил оригинал приглашения.
Q.8 Can I send the documents directly to the Embassy?,B.8 Могу я послать свои документы непосредственно в Посольство?
10 working days at least (excluding weekends and holidays).,От 10 рабочих дней (не учитывая выходные и праздничные дни).
Q.14 What do I do if my visa was refused?,"B.14 Что делать, если мне было отказано в получении визы?"
BACK TO TOP,НАЗАД
DOCUMENTS REQUIRED,Необходимые документы
2. 3 photos.,2. Три фотографии.
4 Internal (National) passport with copies of all pages.,4. Национальный паспорт с копиями всех страниц.
6. Documents stating family relationship:,"6. Документы, подтверждающие родственные связи:"
"For a list of Accredited Travel Companies, please click here.",Чтобы посмотреть список аккредитированных туристических агентств нажмите здесь.
at the Consulate of the Czech republic in Lviv,или в Консульстве Чешской Республики во Львове
France Visa Information - Ukraine - Contact Us,France Visa Information - Ukraine - Contact Us
HOME  Contact Us,ГЛАВНАЯ  КОНТАКТЫ
Contact Us,КОНТАКТЫ
Minor Children of Spouses of French Nationals,Виза для несовершеннолетних детей супруга/супруги французских граждан
long Term Employment Visa ( 90 days),С целью трудоустройства ( 90 дней)
2 photos.,2 фотографии.
Invitation from tourist agency or hotel booking.,Приглашение от туроператора или резервация гостиницы.
Internal (National) passport with copies of all pages.,Национальный паспорт с копиями всех страниц.
"Marriage certificate, divorce certificate or death certificate and copy.","Свидетельство о браке, разводе или о смерти с копией."
Birth certificate and its copy (for minors).,Свидетельство о рождении с копией (для несовершеннолетних).
Medical insurance with detailed list of tourists.,"Медицинская страховка, с поименным списком туристов."
UAH 100,100 гривен
Optional Service (for passport collection),Услуга на выбор заявителя (для возвращения паспорта)
Russian 35,Граждане России 35
"Citizens of Georgia, Armenia, Azerbaidjan 35","Граждане Грузии, Армении, Азербайджана 35"
Notes:,Обратите внимание:
Documents Required,Необходимые документы
From French side:,От французской стороны:
Invitation letter from French company.,Письмо-приглашение от французской компании.
Crew list.,Список команды.
Hotel reservation (in the case of assignment on the land).,Резервация отеля (в случае командировки на суше).
Ukrainian citizen has to provide:,От украинской стороны:
Insurance.,Медицинская страховка.
Must be an up-to-date photograph (dated max 6 month old),Должна быть актуальной (сделанной максимум 6 месяцев назад)
Must be a color photograph printed on normal photographic paper,"Должна быть цветной, напечатанной на обычной бумаге для фотографий"
"Should be sized between 3,5 – 4,5 cm","Должна быть размером 3,5 × 4, 5 см"
Face and neck should take 70-80% of the photograph,Лицо и шея должны занимать 70-80% всей фотографии
Without sunglasses,Фото должно быть сделано без очков
The frame of the spectacles may not cover the eyes,Рамка очков не должна прикрывать глаза
The mouth must be shut,Рот на фотографии должен быть полностью закрыт
For further details with samples Click Here,"Для более подробной информации (на украинском языке), воспользуйтесь ссылкой"
HOME  Disclaimer and Privacy Policy,ГЛАВНАЯ  Политика конфиденциальности
Disclaimer and Privacy Policy Disclaimer Privacy Policy,Политика конфиденциальности
Disclosures of Personal Information:,Разглашение персональной информации:
VFS GLOBAL does not tolerate spam.,ВФС ГЛОБАЛ не допускают спам.
Security,Безопасность
Retention  Destruction of Personal Information:,Сохранение и уничтожение Персональных Данных:
Legal,Правовые нормы
To Personal Information,Доступ к персональным данным
Please note that disclosure of personal information is voluntary.,"Пожалуйста, обратите внимание, что передача персональных данных является добровольной."
Applicant/s have right to their personal information provided by them.,Заявитель /ли имеют право на свои предоставленные персональные данные.
You can also write to us at:info@francevac-ua.com,Вы также можете нам написать на электронный адрес: info@francevac-ua.com
"Citizens of Georgia, Armenia, Azerbaidjan  18 -year old 35","Граждане Грузии, Армении, Азербайджан 35"
Changes in Schengen visa application process(21 May 2015),Изменения в процессе подачи документов на Шенгенскую визу (21/05/2015)
Exemptions from the obligation of fingerprinting are provided for:,Исключения от обязательства сдачи отпечатков пальцев касаются таких категорий:
children under the age of 12;,"Дети, младше 12 лет;"
persons for whom the collection of fingerprints is physically impossible;,"Лица, у которых физически невозможно снять отпечатки пальцев;"
Frequently Asked Questions:,Ответы на частые вопросы:
"A: Yes, they remain valid.","О: Да, они остаються действительными."
Isn´t it aimed against Ukrainian citizens?,Не является ли эта процедура направленой против украинских граждан?
"A: No, not at all.","О: Нет, совсем нет."
A: Not at all.,"О: Нет, никоим образом."
These are two unrelated processes.,"Это два процесса, не связанные между собой."
children under the age of 12;,Дети младше 12 лет;
persons for whom the collection of fingerprints is physically impossible,"Лица, у которых невозможно физически взять отпечатки;"
Q: How is my biometric data protected in the VIS?,В: Каким образом мои биометрические данные остаются защищенными в ВИС?
Q: Who will have an access to the VIS?,В: Кто будет иметь доступ к ВИС?
Q: Where can I get more information on the VIS?,В: Где я могу получить больше информации о ВИС?
2 photographs.,2 фотографии.
"Marriage certificate, divorce certificate or death certificate and copy.","Копия свидетельства о браке, разводе или о смерти."
Copy of birth certificate (for minors).,Копия свидетельства о рождении (для несовершеннолетних).
Medical insurance.,Медицинская страховка.
"Citizens of Georgia, Armenia, Azerbaidjan  6-year old Gratis","Граждане Грузии, Армении, Азербайджана До 6-ти лет Бесплатно"
2. 3 photos A) Documents from the French party:,Документы от французской стороны:
B) Documents from the Ukrainian citizen:,Документы от украинского гражданина:
B) For the scientist’s family members,Для членов семьи научного сотрудника:
1) For spouses:,Для супругов:
2. 3 photos,3 фотографии
4. Internal (National) passport with copies of all pages.,Национальный паспорт с копиями всех страниц.
2) For minors:,Для несовершеннолетних детей:
3. Proofs of marriage:,3. Подтверждение заключения брака:
If the marriage happened in France:,Если брак был заключен во Франции:
If the marriage happened not in France:,Если брак был заключен за пределами Франции:
4. Copy of family book (livret de famille),4. Копия семейной книги
5. Proofs of French spouse citizenship:,5. Подтверждение французского гражданства супруги/супруга (на выбор):
"National ID of French citizen,","национальное удостоверение гражданина Франции,"
"Birth certificate with the indication of French citizenship,","свидетельство о рождении с указанием французского гражданства,"
Hotel booking.,Бронирование гостиницы.
Medical insurance covering the period of travel.,Медицинская страховка на период поездки.
Short Term visa application fort (English),Анкета на краткосрочную визу на английском языке
Short Term visa application fort (translation),Анкета на краткосрочную визу (перевод)
2. 3 photos,Три фотографии
a) Documents from the French party:,От французского гражданина:
birth certificate where France nationality is mentioned,Или свидетельство о рождении с указанием французского гражданства
3) If descendant relative doesn't have french nationality:,Если родственник по восходящей линии не имеет французского гражданства:
copy of residence permit card,Ксерокопия вида на жительство
evidence of property or rent contract.,"Договор аренды или документ, подтверждающий право собственности."
b) Ukrainian citizen has to provide:,От украинского гражданина:
Internal (National) passport with copies of all pages.,2. Национальный паспорт с копиями всех страниц
Birth certificate (with apostil and translated into French or English).,3. Свидетельство о рождении (с апостилем и переводом)
Letter about maintenance,Письмо о взятии на содержание
Personal Data Information Agreement signed by the applicant,"Соглашение на обработку персональных данных, подписанное заявителем лично"
The foregoing is not an exhaustive list.,"Данный список является информативным, однако не исключает требование дополнительных документов."
French citizen has to provide:,От французского гражданина:
Ukrainian citizen has to provide:,От украинского гражданина:
Medical insurance covering the period of travel.,Медицинская страховка.
Governmental organizations in France:,Правительственные учреждения во Франции
Service for foreign workers,Служба по вопросам иностранных работников (SMOE)
Ukrainian Services in France,Обучение во Франции (на украинском языке)
