en,ru
Looks like I double-jumped you.,Я выиграл.
We're gonna have to search every one.,Нам придется обыскать их все.
There!,Ну вот!
"Both, actually.","На самом деле, из-за того и другого."
I haven't spoken to her for weeks.,Я не говорил с ней несколько недель.
- And I will take that under advisement.,- И я приму это к сведению.
Why are you arguing with me?,Почему ты со мной споришь?
Follow the manufacturers instructions on the dosage information,"Пожалуйста, следуйте инструкциям изготовителя по дозировке."
You must be so relieved.,"! Для тебя это, наверное, облегчение."
-$9.95?,- $9.95?
- Yes? . - With shopping and a clock.,"В ней продукты и новый будильник, он мне нужен, чтобы..."
"« Reply #3 on: December 29, 2008, 01:36:55 AM »","« Reply #13 on: June 27, 2016, 02:45:18 PM »"
You're an addict!,Ты больной!
I rang 1 0 times.,Я звонил раз 10.
i need to review this with the director.,Мне нужно пересмотреть это с директором.
Can I get you anything else?,Могу я ещё что-нибудь для тебя сделать?
It's you?,Это вы?
Ernie.,Эрни.
3:1,15:15
Conclusions and recommendations,Выводы и рекомендации
You're capable of righteous violence because you are compassionate.,Вы способны на оправданное насилие из своей способности к состраданию.
"Hey, Maura!","Эй, Мора."
The time of death was estimated at 2:30 p.m.,Время смерти: 14:30.
Habitat,Среда обитания
"I know what you're trying to do, Charlie.","Я знаю, что ты пытаешься сделать, Чарли."
"Posted: 24 Nov 2005, 05:06","Posted: 29 Dec 2006, 17:28"
How fucked up are you?,У тебя не все в порядке с головой.
and you can have the bunk beds all to yourself.,Так что двуспальная кровать будет целиком твоя.
"Okay, but you have the high ground right now.","Ладно, но пока у вас есть моральное преимущество."
Outlook,Перспективы
"So happy. So you go, sweetie, go on.","А ты иди, дорогая, иди."
Take that!,Получай!
Why did you use?,Почему ты употребляешь?
Temple in Thailand with a statue.,Храм в Таиланде статуя.
- Many Jaffa will die.,- Многие Джаффа погибнут.
18:00 to 20:45,18:00 to 20:45
I need air.,Мне нужно подышать воздухом.
Let's hope I'll be able to go!,Let's hope I'll be able to go!
Rose?,Роуз!
Is he new?,Он новенький?
Our Hydrosol sales team,Команда специалистов по продажам компании Hydrosol
"All right, that was great,","Так ладно, всё здорово,"
Lucedale (Mississippi) 601947 **** Phone,Лула (Миссисипи) 662337 **** Телефон
"I admire your courage, but you should --","Я восхищаюсь твоим мужеством, но тебе надо --"
"Oh, that's right.","- Да, верно."
"- On December 31 декабря – Show program, dinner, drinks","- 31 декабря - Шоу программа, ужин, напитки."
How long have I been in here?,Сколько я здесь нахожусь?
Sixty-three seconds.,63 секунды!
(CEO),"(Managing Director, EMEA)"
"Yeah, I gotta go.","- Да, я лучше пойду. - О, нет, нет."
"July 8, 2007","July 8, 2007 г."
In this sense we prevented exacerbation of the conflict.,В этом смысле мы предупредили его обострение.
- Anything odd on your end? - No.,- С твоей стороны ничего странного?
Fat chance.,Разбежался.
I'm missing part of the story here.,Я пропустил часть рассказа здесь.
- Gambling and women don't mix.,Женщины нет. Игра и женщина не совместимы.
стачать,стачать
"My husband and I, we're the ones that found you.",Мы с моим мужем нашли тебя.
What time is your date coming over?,На какое время у тебя назначено?
- She's gonna love it.,-Она полюбит его
How about the first week in July?,Как насчет первой недели июля?
The original project was presented for discussion in 2012.,Впервые проект был представлен в конце 2012 года.
I killed my son.,Я убил своего сына.
His diagnosis differs.,И он представил совсем иное заключение.
Going out of business?,Закрываемся?
"Reagan, are you dumping me or not?","Рейган, ты бросаешь меня или нет?"
I've never flown over a thousand feet.,Я не поднимался выше 300 метров.
"Hyun-Bin, it's your teacher.","Хёнбин, это твой учитель."
Jesus.,Боже.
Uh-huh. I have one in paris.,У меня один в Париже.
I was in a hurry.,Но я ужасно спешил!
Money's not a problem.,Деньги - не проблема.
"- Only five years, huh?","– Всего 5 лет, да? – Да."
"Let's not fight, huh?","Давайте без драк,хах?"
I'm going to prescribe you some antibiotics for your chest.,Я выпишу вам антибиотики для вашей груди
Approved the annual Report of the Bank’s council for 2015.,Утвердило годовой отчет Совета банка за 2015 год.
What is?,- Что?
You guys went to high school together.,"Вы, ребята, ходили в старшие классы вместе."
"He was a little odd, but I liked him.","Он был немного странным, но он мне нравился."
I thought we agreed here... in the end.,"Мы полагали, что здесь... в конце участка."
